IDBOOK,IDSCORA,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,ITSEX,ITLANG,SSYSTEM,ILRELIAB,IDPOP,IDGRADE,IDGRADER,BSDAGE,JKREP,JKZONE,HOUWGT,SENWGT,TOTWGT
1,387,840,514,51401,5140122,1,1,3289,1,2,8,2,13.75,0,45,1.223098873,0.082899476,571.2767529
2,393,840,514,51401,5140123,1,1,3290,0,2,8,2,14.25,0,45,1.223098873,0.082899476,571.2767529
3,393,840,514,51401,5140124,2,1,3291,0,2,8,2,14.16666667,0,45,1.223098873,0.082899476,571.2767529
6,389,840,515,51501,5150101,2,1,3292,0,2,8,2,14.66666667,1,45,1.218321143,0.08257565,569.0452031
7,390,840,515,51501,5150102,2,1,3293,0,2,8,2,15,1,45,1.218321143,0.08257565,569.0452031
8,390,840,515,51501,5150104,1,1,3295,0,2,8,2,14.5,1,45,1.218321143,0.08257565,569.0452031
9,393,840,515,51501,5150105,1,1,3296,0,2,8,2,13.75,1,45,1.218321143,0.08257565,569.0452031
10,393,840,515,51501,5150106,2,1,3297,0,2,8,2,14.25,1,45,1.218321143,0.08257565,569.0452031
11,388,840,515,51501,5150107,2,1,3298,1,2,8,2,14.58333333,1,45,1.218321143,0.08257565,569.0452031
13,393,840,515,51501,5150110,1,1,3301,0,2,8,2,13.83333333,1,45,1.218321143,0.08257565,569.0452031
14,392,840,515,51501,5150111,2,1,3302,1,2,8,2,15.25,1,45,1.218321143,0.08257565,569.0452031
1,317,840,515,51501,5150113,2,1,3304,0,2,8,2,14.33333333,1,45,1.218321143,0.08257565,569.0452031
2,355,840,515,51501,5150114,2,1,3305,0,2,8,2,14.75,1,45,1.218321143,0.08257565,569.0452031
3,391,840,515,51501,5150115,1,1,3306,1,2,8,2,14.41666667,1,45,1.218321143,0.08257565,569.0452031
4,328,840,515,51501,5150116,2,1,3307,0,2,8,2,14.16666667,1,45,1.218321143,0.08257565,569.0452031
6,390,840,515,51501,5150119,1,1,3310,1,2,8,2,13.91666667,1,45,1.218321143,0.08257565,569.0452031
7,390,840,515,51501,5150120,2,1,3311,0,2,8,2,14.16666667,1,45,1.218321143,0.08257565,569.0452031
8,390,840,515,51502,5150201,2,1,3313,1,2,8,2,14.41666667,1,45,1.072638298,0.072701525,501.0006444
9,390,840,515,51502,5150202,1,1,3314,0,2,8,2,13.91666667,1,45,1.072638298,0.072701525,501.0006444
10,393,840,515,51502,5150203,1,1,3315,0,2,8,2,14.5,1,45,1.072638298,0.072701525,501.0006444
11,391,840,515,51502,5150204,1,1,3316,0,2,8,2,13.83333333,1,45,1.072638298,0.072701525,501.0006444
12,331,840,515,51502,5150206,1,1,3318,0,2,8,2,13.83333333,1,45,1.072638298,0.072701525,501.0006444
13,390,840,515,51502,5150207,2,1,3319,0,2,8,2,14.25,1,45,1.072638298,0.072701525,501.0006444
14,391,840,515,51502,5150208,1,1,3320,0,2,8,2,14.33333333,1,45,1.072638298,0.072701525,501.0006444
1,317,840,515,51502,5150210,1,1,3322,0,2,8,2,14.5,1,45,1.072638298,0.072701525,501.0006444
2,355,840,515,51502,5150211,1,1,3323,0,2,8,2,14.41666667,1,45,1.072638298,0.072701525,501.0006444
3,391,840,515,51502,5150212,2,1,3324,0,2,8,2,14.58333333,1,45,1.072638298,0.072701525,501.0006444
4,393,840,515,51502,5150213,2,1,3325,1,2,8,2,15.5,1,45,1.072638298,0.072701525,501.0006444
5,393,840,515,51502,5150215,1,1,3327,0,2,8,2,14.58333333,1,45,1.072638298,0.072701525,501.0006444
6,393,840,515,51502,5150216,2,1,3328,0,2,8,2,14.25,1,45,1.072638298,0.072701525,501.0006444
7,390,840,515,51502,5150217,1,1,3329,1,2,8,2,13.66666667,1,45,1.072638298,0.072701525,501.0006444
8,390,840,515,51502,5150219,2,1,3331,0,2,8,2,13.58333333,1,45,1.072638298,0.072701525,501.0006444
9,373,840,515,51502,5150220,2,1,3332,0,2,8,2,14.5,1,45,1.072638298,0.072701525,501.0006444
10,388,840,515,51502,5150221,1,1,3333,1,2,8,2,14,1,45,1.072638298,0.072701525,501.0006444
11,388,840,515,51502,5150222,1,1,3334,0,2,8,2,14.66666667,1,45,1.072638298,0.072701525,501.0006444
12,330,840,515,51502,5150224,2,1,3336,0,2,8,2,13.91666667,1,45,1.072638298,0.072701525,501.0006444
13,355,840,515,51502,5150225,1,1,3337,1,2,8,2,14.08333333,1,45,1.072638298,0.072701525,501.0006444
14,391,840,515,51502,5150226,1,1,3338,0,2,8,2,15.58333333,1,45,1.072638298,0.072701525,501.0006444
13,392,840,516,51603,5160301,1,1,3339,1,2,8,2,14.5,0,46,0.933836961,0.063293816,436.1702547
14,391,840,516,51603,5160302,1,1,3340,0,2,8,2,14.58333333,0,46,0.933836961,0.063293816,436.1702547
1,391,840,516,51603,5160304,2,1,3342,0,2,8,2,14.66666667,0,46,0.933836961,0.063293816,436.1702547
2,355,840,516,51603,5160305,2,1,3343,1,2,8,2,14.41666667,0,46,0.933836961,0.063293816,436.1702547
3,391,840,516,51603,5160306,1,1,3344,0,2,8,2,14.41666667,0,46,0.933836961,0.063293816,436.1702547
4,393,840,516,51603,5160307,2,1,3345,0,2,8,2,14.41666667,0,46,0.933836961,0.063293816,436.1702547
5,388,840,516,51603,5160309,1,1,3347,1,2,8,2,14.58333333,0,46,0.933836961,0.063293816,436.1702547
6,373,840,516,51603,5160310,2,1,3348,0,2,8,2,14.75,0,46,0.933836961,0.063293816,436.1702547
7,390,840,516,51603,5160311,1,1,3349,0,2,8,2,14,0,46,0.933836961,0.063293816,436.1702547
8,392,840,516,51603,5160313,1,1,3351,1,2,8,2,13.91666667,0,46,0.933836961,0.063293816,436.1702547
10,390,840,516,51603,5160315,2,1,3352,0,2,8,2,14.58333333,0,46,0.933836961,0.063293816,436.1702547
11,391,840,516,51603,5160316,1,1,3353,0,2,8,2,13.91666667,0,46,0.933836961,0.063293816,436.1702547
12,355,840,516,51603,5160318,2,1,3355,1,2,8,2,14.5,0,46,0.933836961,0.063293816,436.1702547
13,393,840,516,51603,5160319,1,1,3356,0,2,8,2,14.5,0,46,0.933836961,0.063293816,436.1702547
14,391,840,516,51603,5160320,1,1,3357,0,2,8,2,14.66666667,0,46,0.933836961,0.063293816,436.1702547
1,393,840,516,51603,5160322,1,1,3358,0,2,8,2,13.83333333,0,46,0.933836961,0.063293816,436.1702547
2,390,840,516,51603,5160323,2,1,3359,1,2,8,2,13.75,0,46,0.933836961,0.063293816,436.1702547
4,393,840,516,51603,5160325,1,1,3360,0,2,8,2,14,0,46,0.933836961,0.063293816,436.1702547
5,393,840,516,51603,5160327,2,1,3362,0,2,8,2,14.58333333,0,46,0.933836961,0.063293816,436.1702547
6,373,840,516,51603,5160328,2,1,3363,1,2,8,2,14,0,46,0.933836961,0.063293816,436.1702547
7,375,840,516,51603,5160329,1,1,3364,0,2,8,2,14.5,0,46,0.933836961,0.063293816,436.1702547
8,375,840,516,51603,5160331,1,1,3366,0,2,8,2,14.41666667,0,46,0.933836961,0.063293816,436.1702547
5,391,840,516,51604,5160402,2,1,3367,1,2,8,2,14.33333333,0,46,0.995419723,0.067467787,464.9339147
6,391,840,516,51604,5160403,2,1,3368,0,2,8,2,14.16666667,0,46,0.995419723,0.067467787,464.9339147
8,390,840,516,51604,5160406,2,1,3370,0,2,8,2,13.75,0,46,0.995419723,0.067467787,464.9339147
11,392,840,516,51604,5160409,1,1,3371,1,2,8,2,14.25,0,46,0.995419723,0.067467787,464.9339147
13,391,840,516,51604,5160412,1,1,3373,0,2,8,2,13.91666667,0,46,0.995419723,0.067467787,464.9339147
1,393,840,516,51604,5160415,1,1,3375,1,2,8,2,13.91666667,0,46,0.995419723,0.067467787,464.9339147
2,390,840,516,51604,5160416,2,1,3376,0,2,8,2,13.91666667,0,46,0.995419723,0.067467787,464.9339147
3,392,840,516,51604,5160417,1,1,3377,0,2,8,2,14.16666667,0,46,0.995419723,0.067467787,464.9339147
4,392,840,516,51604,5160418,2,1,3378,0,2,8,2,14.75,0,46,0.995419723,0.067467787,464.9339147
5,392,840,516,51604,5160420,2,1,3379,1,2,8,2,14.08333333,0,46,0.995419723,0.067467787,464.9339147
6,390,840,516,51604,5160421,2,1,3380,0,2,8,2,14.58333333,0,46,0.995419723,0.067467787,464.9339147
7,373,840,516,51604,5160422,1,1,3381,0,2,8,2,14.66666667,0,46,0.995419723,0.067467787,464.9339147
8,376,840,516,51604,5160424,1,1,3383,1,2,8,2,14,0,46,0.995419723,0.067467787,464.9339147
3,342,840,516,51612,5161201,1,1,3384,0,2,8,2,14.08333333,0,46,0.933836961,0.063293816,436.1702547
4,355,840,516,51612,5161202,2,1,3385,0,2,8,2,13.83333333,0,46,0.933836961,0.063293816,436.1702547
5,390,840,516,51612,5161204,1,1,3387,1,2,8,2,13.83333333,0,46,0.933836961,0.063293816,436.1702547
6,375,840,516,51612,5161205,2,1,3388,0,2,8,2,14.33333333,0,46,0.933836961,0.063293816,436.1702547
7,380,840,516,51612,5161206,1,1,3389,0,2,8,2,14.08333333,0,46,0.933836961,0.063293816,436.1702547
8,376,840,516,51615,5161502,2,1,3391,1,2,8,2,14,0,46,0.995419723,0.067467787,464.9339147
9,375,840,516,51615,5161503,2,1,3392,0,2,8,2,13.91666667,0,46,0.995419723,0.067467787,464.9339147
10,373,840,516,51615,5161504,2,1,3393,0,2,8,2,14.66666667,0,46,0.995419723,0.067467787,464.9339147
11,342,840,516,51615,5161505,2,1,3394,0,2,8,2,13.83333333,0,46,0.995419723,0.067467787,464.9339147
12,391,840,516,51615,5161507,2,1,3396,0,2,8,2,14.25,0,46,0.995419723,0.067467787,464.9339147
13,393,840,516,51615,5161508,2,1,3397,0,2,8,2,14.41666667,0,46,0.995419723,0.067467787,464.9339147
14,317,840,516,51615,5161509,2,1,3398,0,2,8,2,14.33333333,0,46,0.995419723,0.067467787,464.9339147
9,375,840,517,51701,5170101,2,1,3400,1,2,8,2,13.91666667,1,46,0.800975896,0.054288728,374.1144066
10,388,840,517,51701,5170102,2,1,3401,0,2,8,2,14.16666667,1,46,0.800975896,0.054288728,374.1144066
11,393,840,517,51701,5170103,1,1,3402,0,2,8,2,14.33333333,1,46,0.800975896,0.054288728,374.1144066
12,393,840,517,51701,5170105,2,1,3404,1,2,8,2,14.5,1,46,0.800975896,0.054288728,374.1144066
13,391,840,517,51701,5170106,2,1,3405,0,2,8,2,14.66666667,1,46,0.800975896,0.054288728,374.1144066
14,392,840,517,51701,5170107,2,1,3406,0,2,8,2,14.33333333,1,46,0.800975896,0.054288728,374.1144066
1,390,840,517,51701,5170109,2,1,3408,1,2,8,2,14,1,46,0.800975896,0.054288728,374.1144066
2,391,840,517,51701,5170111,2,1,3409,0,2,8,2,14.66666667,1,46,0.800975896,0.054288728,374.1144066
3,387,840,517,51701,5170113,2,1,3410,0,2,8,2,14.16666667,1,46,0.800975896,0.054288728,374.1144066
4,390,840,517,51701,5170115,2,1,3411,0,2,8,2,14.08333333,1,46,0.800975896,0.054288728,374.1144066
5,392,840,517,51701,5170117,2,1,3413,0,2,8,2,14.33333333,1,46,0.800975896,0.054288728,374.1144066
6,391,840,517,51701,5170118,2,1,3414,0,2,8,2,14.41666667,1,46,0.800975896,0.054288728,374.1144066
7,391,840,517,51701,5170120,2,1,3415,0,2,8,2,14.25,1,46,0.800975896,0.054288728,374.1144066
8,391,840,517,51713,5171302,1,1,3417,0,2,8,2,13.41666667,1,46,0.944007306,0.063983144,440.9205507
10,330,840,517,51713,5171304,1,1,3419,0,2,8,2,14.91666667,1,46,0.944007306,0.063983144,440.9205507
11,393,840,517,51713,5171305,1,1,3420,1,2,8,2,13.83333333,1,46,0.944007306,0.063983144,440.9205507
12,330,840,517,51713,5171307,2,1,3422,0,2,8,2,15.16666667,1,46,0.944007306,0.063983144,440.9205507
13,390,840,517,51713,5171308,1,1,3423,0,2,8,2,14.5,1,46,0.944007306,0.063983144,440.9205507
14,393,840,517,51713,5171309,1,1,3424,1,2,8,2,14.16666667,1,46,0.944007306,0.063983144,440.9205507
1,390,840,517,51713,5171311,2,1,3426,0,2,8,2,14,1,46,0.944007306,0.063983144,440.9205507
2,328,840,517,51713,5171312,2,1,3427,0,2,8,2,13.91666667,1,46,0.944007306,0.063983144,440.9205507
3,391,840,517,51713,5171313,1,1,3428,1,2,8,2,14.16666667,1,46,0.944007306,0.063983144,440.9205507
4,393,840,517,51713,5171314,1,1,3429,0,2,8,2,14.16666667,1,46,0.944007306,0.063983144,440.9205507
5,391,840,517,51713,5171316,1,1,3431,0,2,8,2,13.66666667,1,46,0.944007306,0.063983144,440.9205507
6,392,840,517,51713,5171317,1,1,3432,1,2,8,2,14.08333333,1,46,0.944007306,0.063983144,440.9205507
7,393,840,517,51713,5171318,2,1,3433,0,2,8,2,14.58333333,1,46,0.944007306,0.063983144,440.9205507
8,389,840,517,51713,5171320,2,1,3435,0,2,8,2,14.5,1,46,0.944007306,0.063983144,440.9205507
9,375,840,517,51713,5171321,2,1,3436,1,2,8,2,13.91666667,1,46,0.944007306,0.063983144,440.9205507
10,393,840,517,51713,5171322,2,1,3437,0,2,8,2,13.83333333,1,46,0.944007306,0.063983144,440.9205507
5,392,840,519,51902,5190201,1,1,3438,0,2,8,2,14.16666667,0,47,1.362150718,0.092324164,636.2241483
6,393,840,519,51902,5190202,2,1,3439,0,2,8,2,14.33333333,0,47,1.362150718,0.092324164,636.2241483
7,391,840,519,51902,5190203,1,1,3440,1,2,8,2,13.25,0,47,1.362150718,0.092324164,636.2241483
8,391,840,519,51902,5190205,1,1,3442,0,2,8,2,13.58333333,0,47,1.362150718,0.092324164,636.2241483
9,376,840,519,51902,5190206,2,1,3443,0,2,8,2,14.08333333,0,47,1.362150718,0.092324164,636.2241483
10,393,840,519,51902,5190207,1,1,3444,1,2,8,2,14.08333333,0,47,1.362150718,0.092324164,636.2241483
11,393,840,519,51902,5190208,1,1,3445,0,2,8,2,14.16666667,0,47,1.362150718,0.092324164,636.2241483
12,354,840,519,51902,5190210,1,1,3447,0,2,8,2,13.91666667,0,47,1.362150718,0.092324164,636.2241483
13,393,840,519,51902,5190211,1,1,3448,1,2,8,2,14.33333333,0,47,1.362150718,0.092324164,636.2241483
14,391,840,519,51902,5190212,2,1,3449,0,2,8,2,14,0,47,1.362150718,0.092324164,636.2241483
1,391,840,519,51902,5190214,2,1,3451,0,2,8,2,13.91666667,0,47,1.362150718,0.092324164,636.2241483
2,390,840,519,51902,5190215,2,1,3452,1,2,8,2,13.83333333,0,47,1.362150718,0.092324164,636.2241483
3,393,840,519,51902,5190216,1,1,3453,0,2,8,2,14.66666667,0,47,1.362150718,0.092324164,636.2241483
4,389,840,519,51902,5190217,1,1,3454,0,2,8,2,14.08333333,0,47,1.362150718,0.092324164,636.2241483
5,391,840,519,51902,5190219,2,1,3456,1,2,8,2,14.66666667,0,47,1.362150718,0.092324164,636.2241483
6,388,840,519,51902,5190220,2,1,3457,0,2,8,2,14.5,0,47,1.362150718,0.092324164,636.2241483
7,393,840,519,51902,5190221,2,1,3458,0,2,8,2,14.41666667,0,47,1.362150718,0.092324164,636.2241483
8,375,840,519,51902,5190223,1,1,3460,1,2,8,2,14.08333333,0,47,1.362150718,0.092324164,636.2241483
8,392,840,519,51909,5190902,2,1,3462,0,2,8,2,13.91666667,0,47,1.370611281,0.092897606,640.175851
9,389,840,519,51909,5190903,2,1,3463,0,2,8,2,13.83333333,0,47,1.370611281,0.092897606,640.175851
10,393,840,519,51909,5190904,2,1,3464,1,2,8,2,14.58333333,0,47,1.370611281,0.092897606,640.175851
11,390,840,519,51909,5190905,2,1,3465,0,2,8,2,13.66666667,0,47,1.370611281,0.092897606,640.175851
12,393,840,519,51909,5190907,1,1,3467,0,2,8,2,15.5,0,47,1.370611281,0.092897606,640.175851
13,391,840,519,51909,5190908,2,1,3468,1,2,8,2,14,0,47,1.370611281,0.092897606,640.175851
14,391,840,519,51909,5190909,1,1,3469,0,2,8,2,14.66666667,0,47,1.370611281,0.092897606,640.175851
1,391,840,519,51909,5190911,1,1,3471,0,2,8,2,13.83333333,0,47,1.370611281,0.092897606,640.175851
2,390,840,519,51909,5190912,1,1,3472,1,2,8,2,14.91666667,0,47,1.370611281,0.092897606,640.175851
3,391,840,519,51909,5190913,2,1,3473,0,2,8,2,14.08333333,0,47,1.370611281,0.092897606,640.175851
4,390,840,519,51909,5190914,2,1,3474,0,2,8,2,14.33333333,0,47,1.370611281,0.092897606,640.175851
5,390,840,519,51909,5190916,2,1,3476,1,2,8,2,13.75,0,47,1.370611281,0.092897606,640.175851
6,391,840,519,51909,5190917,1,1,3477,0,2,8,2,14.41666667,0,47,1.370611281,0.092897606,640.175851
7,389,840,519,51909,5190918,2,1,3478,0,2,8,2,14.5,0,47,1.370611281,0.092897606,640.175851
8,391,840,519,51909,5190920,2,1,3480,1,2,8,2,15.25,0,47,1.370611281,0.092897606,640.175851
9,375,840,519,51909,5190921,1,1,3481,0,2,8,2,14.83333333,0,47,1.370611281,0.092897606,640.175851
10,331,840,519,51909,5190922,2,1,3482,0,2,8,2,13.75,0,47,1.370611281,0.092897606,640.175851
11,331,840,519,51909,5190923,2,1,3483,0,2,8,2,14.25,0,47,1.370611281,0.092897606,640.175851
12,393,840,519,51909,5190925,1,1,3485,0,2,8,2,14.16666667,0,47,1.370611281,0.092897606,640.175851
13,391,840,519,51909,5190926,1,1,3486,0,2,8,2,14.5,0,47,1.370611281,0.092897606,640.175851
14,393,840,519,51909,5190927,2,1,3487,0,2,8,2,14.33333333,0,47,1.370611281,0.092897606,640.175851
4,391,840,522,52202,5220202,1,1,3488,0,2,8,2,14.08333333,1,48,0.840880472,0.05699339,392.7527661
5,328,840,522,52202,5220205,2,1,3490,1,2,8,2,13.75,1,48,0.840880472,0.05699339,392.7527661
6,389,840,522,52202,5220206,1,1,3491,0,2,8,2,13.75,1,48,0.840880472,0.05699339,392.7527661
7,373,840,522,52202,5220207,2,1,3492,0,2,8,2,14,1,48,0.840880472,0.05699339,392.7527661
8,393,840,522,52202,5220209,2,1,3494,1,2,8,2,14.58333333,1,48,0.840880472,0.05699339,392.7527661
9,391,840,522,52202,5220211,1,1,3495,0,2,8,2,14.25,1,48,0.840880472,0.05699339,392.7527661
10,391,840,522,52202,5220212,1,1,3496,0,2,8,2,14.41666667,1,48,0.840880472,0.05699339,392.7527661
11,393,840,522,52202,5220213,2,1,3497,0,2,8,2,14.16666667,1,48,0.840880472,0.05699339,392.7527661
12,331,840,522,52202,5220215,1,1,3499,0,2,8,2,13.5,1,48,0.840880472,0.05699339,392.7527661
13,391,840,522,52202,5220216,2,1,3500,0,2,8,2,15.33333333,1,48,0.840880472,0.05699339,392.7527661
14,391,840,522,52202,5220217,2,1,3501,0,2,8,2,13.83333333,1,48,0.840880472,0.05699339,392.7527661
1,391,840,522,52202,5220219,1,1,3503,0,2,8,2,14.66666667,1,48,0.840880472,0.05699339,392.7527661
2,392,840,522,52202,5220220,1,1,3504,0,2,8,2,15.08333333,1,48,0.840880472,0.05699339,392.7527661
3,393,840,522,52202,5220221,2,1,3505,0,2,8,2,14.75,1,48,0.840880472,0.05699339,392.7527661
4,317,840,522,52202,5220222,1,1,3506,1,2,8,2,13.75,1,48,0.840880472,0.05699339,392.7527661
5,391,840,522,52207,5220702,2,1,3508,0,2,8,2,14.33333333,1,48,0.938172428,0.063587666,438.1952349
6,329,840,522,52207,5220703,1,1,3509,0,2,8,2,14.33333333,1,48,0.938172428,0.063587666,438.1952349
7,393,840,522,52207,5220704,2,1,3510,1,2,8,2,13.91666667,1,48,0.938172428,0.063587666,438.1952349
8,393,840,522,52207,5220706,1,1,3512,0,2,8,2,14.33333333,1,48,0.938172428,0.063587666,438.1952349
9,390,840,522,52207,5220707,1,1,3513,0,2,8,2,14.41666667,1,48,0.938172428,0.063587666,438.1952349
10,393,840,522,52207,5220708,1,1,3514,1,2,8,2,13.58333333,1,48,0.938172428,0.063587666,438.1952349
11,388,840,522,52207,5220709,1,1,3515,0,2,8,2,14.33333333,1,48,0.938172428,0.063587666,438.1952349
12,330,840,522,52207,5220711,2,1,3517,0,2,8,2,13.66666667,1,48,0.938172428,0.063587666,438.1952349
13,391,840,522,52207,5220712,2,1,3518,1,2,8,2,13.75,1,48,0.938172428,0.063587666,438.1952349
14,392,840,522,52207,5220713,1,1,3519,0,2,8,2,13.58333333,1,48,0.938172428,0.063587666,438.1952349
1,328,840,522,52207,5220715,2,1,3521,0,2,8,2,14.16666667,1,48,0.938172428,0.063587666,438.1952349
6,376,840,523,52305,5230501,1,1,3522,0,2,8,2,13.75,0,48,0.960365763,0.065091891,448.5611481
7,375,840,523,52305,5230502,1,1,3523,0,2,8,2,14.41666667,0,48,0.960365763,0.065091891,448.5611481
9,373,840,523,52305,5230505,2,1,3526,0,2,8,2,14.33333333,0,48,0.960365763,0.065091891,448.5611481
10,330,840,523,52305,5230506,1,1,3527,0,2,8,2,14.25,0,48,0.960365763,0.065091891,448.5611481
12,393,840,523,52305,5230509,2,1,3530,0,2,8,2,13.83333333,0,48,0.960365763,0.065091891,448.5611481
13,393,840,523,52305,5230510,1,1,3531,0,2,8,2,14.5,0,48,0.960365763,0.065091891,448.5611481
14,393,840,523,52305,5230511,2,1,3532,1,2,8,2,14.41666667,0,48,0.960365763,0.065091891,448.5611481
1,393,840,523,52305,5230513,1,1,3534,0,2,8,2,13.75,0,48,0.960365763,0.065091891,448.5611481
2,390,840,523,52305,5230514,1,1,3535,0,2,8,2,14.83333333,0,48,0.960365763,0.065091891,448.5611481
3,355,840,523,52305,5230515,1,1,3536,1,2,8,2,14.58333333,0,48,0.960365763,0.065091891,448.5611481
4,375,840,523,52305,5230516,2,1,3537,0,2,8,2,14.91666667,0,48,0.960365763,0.065091891,448.5611481
5,389,840,523,52305,5230518,2,1,3539,0,2,8,2,14.66666667,0,48,0.960365763,0.065091891,448.5611481
6,373,840,523,52305,5230519,2,1,3540,1,2,8,2,13.66666667,0,48,0.960365763,0.065091891,448.5611481
7,393,840,523,52305,5230520,2,1,3541,0,2,8,2,14.91666667,0,48,0.960365763,0.065091891,448.5611481
8,389,840,523,52315,5231501,2,1,3543,0,2,8,2,14.08333333,0,48,0.792682852,0.05372664,370.2409476
9,389,840,523,52315,5231502,1,1,3544,1,2,8,2,13.75,0,48,0.792682852,0.05372664,370.2409476
10,391,840,523,52315,5231503,1,1,3545,0,2,8,2,13.75,0,48,0.792682852,0.05372664,370.2409476
11,330,840,523,52315,5231504,2,1,3546,0,2,8,2,13.75,0,48,0.792682852,0.05372664,370.2409476
12,388,840,523,52315,5231506,2,1,3548,1,2,8,2,14.08333333,0,48,0.792682852,0.05372664,370.2409476
13,392,840,523,52315,5231507,2,1,3549,0,2,8,2,14.08333333,0,48,0.792682852,0.05372664,370.2409476
14,391,840,523,52315,5231508,1,1,3550,0,2,8,2,14.25,0,48,0.792682852,0.05372664,370.2409476
1,390,840,523,52315,5231510,2,1,3552,1,2,8,2,14.16666667,0,48,0.792682852,0.05372664,370.2409476
2,391,840,523,52315,5231511,1,1,3553,0,2,8,2,13.91666667,0,48,0.792682852,0.05372664,370.2409476
3,355,840,523,52315,5231512,1,1,3554,0,2,8,2,14.08333333,0,48,0.792682852,0.05372664,370.2409476
4,380,840,523,52315,5231513,2,1,3555,0,2,8,2,14.5,0,48,0.792682852,0.05372664,370.2409476
5,380,840,523,52315,5231515,1,1,3557,0,2,8,2,14.5,0,48,0.792682852,0.05372664,370.2409476
6,390,840,523,52315,5231516,2,1,3558,0,2,8,2,14.16666667,0,48,0.792682852,0.05372664,370.2409476
7,389,840,523,52315,5231517,2,1,3559,0,2,8,2,14.58333333,0,48,0.792682852,0.05372664,370.2409476
8,375,840,523,52315,5231519,2,1,3561,0,2,8,2,13.66666667,0,48,0.792682852,0.05372664,370.2409476
9,389,840,523,52315,5231520,1,1,3562,0,2,8,2,14.41666667,0,48,0.792682852,0.05372664,370.2409476
10,331,840,523,52315,5231521,1,1,3563,0,2,8,2,14.58333333,0,48,0.792682852,0.05372664,370.2409476
11,390,840,523,52315,5231522,1,1,3564,1,2,8,2,14.33333333,0,48,0.792682852,0.05372664,370.2409476
12,392,840,523,52315,5231524,1,1,3566,0,2,8,2,13.66666667,0,48,0.792682852,0.05372664,370.2409476
13,393,840,523,52315,5231525,2,1,3567,0,2,8,2,13.66666667,0,48,0.792682852,0.05372664,370.2409476
14,392,840,523,52315,5231526,1,1,3568,1,2,8,2,14.66666667,0,48,0.792682852,0.05372664,370.2409476
8,389,840,524,52407,5240702,1,1,3570,0,2,8,2,14.75,0,49,1.136324963,0.077018094,530.7469817
9,389,840,524,52407,5240703,1,1,3571,1,2,8,2,14.25,0,49,1.136324963,0.077018094,530.7469817
10,391,840,524,52407,5240704,1,1,3572,0,2,8,2,14,0,49,1.136324963,0.077018094,530.7469817
11,391,840,524,52407,5240705,1,1,3573,0,2,8,2,14.41666667,0,49,1.136324963,0.077018094,530.7469817
13,342,840,524,52407,5240708,2,1,3576,0,2,8,2,14.58333333,0,49,1.136324963,0.077018094,530.7469817
14,392,840,524,52407,5240709,2,1,3577,0,2,8,2,13.83333333,0,49,1.136324963,0.077018094,530.7469817
1,390,840,524,52407,5240711,2,1,3579,1,2,8,2,14.58333333,0,49,1.136324963,0.077018094,530.7469817
3,342,840,524,52407,5240713,1,1,3581,0,2,8,2,14,0,49,1.136324963,0.077018094,530.7469817
4,391,840,524,52407,5240714,2,1,3582,0,2,8,2,14.5,0,49,1.136324963,0.077018094,530.7469817
5,391,840,524,52407,5240716,1,1,3584,0,2,8,2,14.75,0,49,1.136324963,0.077018094,530.7469817
6,388,840,524,52407,5240717,1,1,3585,0,2,8,2,14.08333333,0,49,1.136324963,0.077018094,530.7469817
7,375,840,524,52407,5240718,2,1,3586,0,2,8,2,13.91666667,0,49,1.136324963,0.077018094,530.7469817
8,389,840,524,52407,5240720,2,1,3588,0,2,8,2,13.91666667,0,49,1.136324963,0.077018094,530.7469817
9,391,840,524,52407,5240721,2,1,3589,0,2,8,2,15,0,49,1.136324963,0.077018094,530.7469817
10,393,840,524,52407,5240722,2,1,3590,0,2,8,2,14.16666667,0,49,1.136324963,0.077018094,530.7469817
11,392,840,524,52407,5240723,1,1,3591,1,2,8,2,13.91666667,0,49,1.136324963,0.077018094,530.7469817
12,391,840,524,52407,5240725,2,1,3593,0,2,8,2,14.58333333,0,49,1.136324963,0.077018094,530.7469817
8,393,840,524,52412,5241201,2,1,3594,1,2,8,2,14.08333333,0,49,0.944412303,0.064010594,441.1097137
9,389,840,524,52412,5241202,1,1,3595,0,2,8,2,14.58333333,0,49,0.944412303,0.064010594,441.1097137
10,329,840,524,52412,5241203,2,1,3596,0,2,8,2,14.25,0,49,0.944412303,0.064010594,441.1097137
11,392,840,524,52412,5241204,1,1,3597,0,2,8,2,14.66666667,0,49,0.944412303,0.064010594,441.1097137
12,342,840,524,52412,5241206,2,1,3599,0,2,8,2,14.5,0,49,0.944412303,0.064010594,441.1097137
13,391,840,524,52412,5241207,1,1,3600,0,2,8,2,14.5,0,49,0.944412303,0.064010594,441.1097137
14,390,840,524,52412,5241208,1,1,3601,0,2,8,2,13.75,0,49,0.944412303,0.064010594,441.1097137
1,393,840,524,52412,5241210,2,1,3603,0,2,8,2,14.58333333,0,49,0.944412303,0.064010594,441.1097137
2,328,840,524,52412,5241211,2,1,3604,0,2,8,2,14,0,49,0.944412303,0.064010594,441.1097137
3,342,840,524,52412,5241212,1,1,3605,0,2,8,2,14.16666667,0,49,0.944412303,0.064010594,441.1097137
4,393,840,524,52412,5241213,1,1,3606,1,2,8,2,14.58333333,0,49,0.944412303,0.064010594,441.1097137
