IDBOOK,IDSCORA,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,ITSEX,ITLANG,SSYSTEM,ILRELIAB,IDPOP,IDGRADE,IDGRADER,BSDAGE,JKREP,JKZONE,HOUWGT,SENWGT,TOTWGT
2,328,840,401,40101,4010101,1,1,1,0,2,8,2,14.5,0,1,2.354465333,0.159581492,1099.707751
3,354,840,401,40101,4010102,1,1,2,1,2,8,2,14.33333333,0,1,2.354465333,0.159581492,1099.707751
4,393,840,401,40101,4010103,2,1,3,0,2,8,2,14.66666667,0,1,2.354465333,0.159581492,1099.707751
5,388,840,401,40101,4010105,1,1,5,0,2,8,2,13.75,0,1,2.354465333,0.159581492,1099.707751
6,375,840,401,40101,4010106,2,1,6,1,2,8,2,13.91666667,0,1,2.354465333,0.159581492,1099.707751
7,389,840,401,40101,4010107,2,1,7,0,2,8,2,14.08333333,0,1,2.354465333,0.159581492,1099.707751
8,391,840,401,40101,4010109,2,1,9,0,2,8,2,14.5,0,1,2.354465333,0.159581492,1099.707751
9,376,840,401,40101,4010110,2,1,10,1,2,8,2,14.58333333,0,1,2.354465333,0.159581492,1099.707751
10,393,840,401,40101,4010111,1,1,11,0,2,8,2,13.75,0,1,2.354465333,0.159581492,1099.707751
11,393,840,401,40101,4010112,2,1,12,0,2,8,2,14.5,0,1,2.354465333,0.159581492,1099.707751
12,330,840,401,40101,4010114,1,1,14,1,2,8,2,13.66666667,0,1,2.354465333,0.159581492,1099.707751
13,392,840,401,40101,4010115,1,1,15,0,2,8,2,14,0,1,2.354465333,0.159581492,1099.707751
14,393,840,401,40101,4010116,1,1,16,0,2,8,2,14.75,0,1,2.354465333,0.159581492,1099.707751
1,373,840,401,40101,4010118,1,1,18,1,2,8,2,14.25,0,1,2.354465333,0.159581492,1099.707751
2,390,840,401,40101,4010119,1,1,19,0,2,8,2,14.33333333,0,1,2.354465333,0.159581492,1099.707751
3,392,840,401,40101,4010120,1,1,20,0,2,8,2,14.08333333,0,1,2.354465333,0.159581492,1099.707751
4,354,840,401,40101,4010121,2,1,21,0,2,8,2,14.41666667,0,1,2.354465333,0.159581492,1099.707751
14,391,840,403,40301,4030101,2,1,23,1,2,8,2,13.58333333,1,1,2.675528791,0.181342605,1249.6679
1,393,840,403,40301,4030103,2,1,25,0,2,8,2,14.5,1,1,2.675528791,0.181342605,1249.6679
2,391,840,403,40301,4030105,1,1,26,0,2,8,2,13.25,1,1,2.675528791,0.181342605,1249.6679
3,328,840,403,40301,4030106,2,1,27,1,2,8,2,13.83333333,1,1,2.675528791,0.181342605,1249.6679
4,375,840,403,40301,4030107,2,1,28,0,2,8,2,13.75,1,1,2.675528791,0.181342605,1249.6679
5,390,840,403,40301,4030109,2,1,30,0,2,8,2,14,1,1,2.675528791,0.181342605,1249.6679
6,373,840,403,40301,4030110,2,1,31,1,2,8,2,14,1,1,2.675528791,0.181342605,1249.6679
3,391,840,406,40601,4060101,2,1,32,0,2,8,2,14,0,2,1.196947091,0.081126955,559.0619551
4,328,840,406,40601,4060102,1,1,33,0,2,8,2,13.91666667,0,2,1.196947091,0.081126955,559.0619551
5,391,840,406,40601,4060104,2,1,35,0,2,8,2,13.83333333,0,2,1.196947091,0.081126955,559.0619551
6,393,840,406,40601,4060105,1,1,36,0,2,8,2,14.5,0,2,1.196947091,0.081126955,559.0619551
7,390,840,406,40601,4060106,2,1,37,0,2,8,2,14.58333333,0,2,1.196947091,0.081126955,559.0619551
8,391,840,406,40601,4060108,2,1,39,0,2,8,2,13.83333333,0,2,1.196947091,0.081126955,559.0619551
9,393,840,406,40601,4060109,1,1,40,0,2,8,2,14.58333333,0,2,1.196947091,0.081126955,559.0619551
10,390,840,406,40601,4060110,2,1,41,0,2,8,2,13.83333333,0,2,1.196947091,0.081126955,559.0619551
11,393,840,406,40601,4060111,2,1,42,1,2,8,2,14.25,0,2,1.196947091,0.081126955,559.0619551
12,393,840,406,40601,4060113,1,1,44,0,2,8,2,13.66666667,0,2,1.196947091,0.081126955,559.0619551
13,391,840,406,40601,4060114,2,1,45,0,2,8,2,14.25,0,2,1.196947091,0.081126955,559.0619551
14,393,840,406,40601,4060115,1,1,46,1,2,8,2,14.5,0,2,1.196947091,0.081126955,559.0619551
1,393,840,406,40602,4060202,1,1,48,0,2,8,2,13.66666667,0,2,1.231145579,0.083444868,575.0351538
2,342,840,406,40602,4060203,2,1,49,0,2,8,2,13.75,0,2,1.231145579,0.083444868,575.0351538
3,393,840,406,40602,4060204,1,1,50,1,2,8,2,13.91666667,0,2,1.231145579,0.083444868,575.0351538
4,317,840,406,40602,4060205,2,1,51,0,2,8,2,13.75,0,2,1.231145579,0.083444868,575.0351538
5,391,840,406,40602,4060207,2,1,53,0,2,8,2,15.08333333,0,2,1.231145579,0.083444868,575.0351538
6,393,840,406,40602,4060208,1,1,54,1,2,8,2,14.5,0,2,1.231145579,0.083444868,575.0351538
7,389,840,406,40602,4060209,2,1,55,0,2,8,2,13.75,0,2,1.231145579,0.083444868,575.0351538
8,389,840,406,40602,4060211,1,1,57,0,2,8,2,14.5,0,2,1.231145579,0.083444868,575.0351538
9,389,840,406,40602,4060212,2,1,58,1,2,8,2,15.25,0,2,1.231145579,0.083444868,575.0351538
10,330,840,406,40602,4060213,1,1,59,0,2,8,2,14.08333333,0,2,1.231145579,0.083444868,575.0351538
11,390,840,406,40602,4060214,1,1,60,0,2,8,2,13.91666667,0,2,1.231145579,0.083444868,575.0351538
12,331,840,406,40602,4060216,2,1,62,1,2,8,2,13.83333333,0,2,1.231145579,0.083444868,575.0351538
13,391,840,406,40602,4060217,2,1,63,0,2,8,2,14.91666667,0,2,1.231145579,0.083444868,575.0351538
14,393,840,406,40602,4060218,2,1,64,0,2,8,2,13.91666667,0,2,1.231145579,0.083444868,575.0351538
7,391,840,412,41201,4120101,2,1,65,0,2,8,2,14.58333333,0,4,0.957557671,0.064901564,447.2495633
8,393,840,412,41201,4120103,2,1,67,0,2,8,2,13.83333333,0,4,0.957557671,0.064901564,447.2495633
9,376,840,412,41201,4120104,2,1,68,0,2,8,2,14,0,4,0.957557671,0.064901564,447.2495633
10,393,840,412,41201,4120105,2,1,69,0,2,8,2,14.58333333,0,4,0.957557671,0.064901564,447.2495633
11,388,840,412,41201,4120106,1,1,70,1,2,8,2,14.58333333,0,4,0.957557671,0.064901564,447.2495633
12,391,840,412,41201,4120108,2,1,72,0,2,8,2,14.5,0,4,0.957557671,0.064901564,447.2495633
13,355,840,412,41201,4120109,1,1,73,0,2,8,2,14.08333333,0,4,0.957557671,0.064901564,447.2495633
14,392,840,412,41201,4120110,1,1,74,1,2,8,2,14.5,0,4,0.957557671,0.064901564,447.2495633
1,393,840,412,41201,4120112,2,1,76,0,2,8,2,13.83333333,0,4,0.957557671,0.064901564,447.2495633
2,393,840,412,41201,4120113,2,1,77,0,2,8,2,13.75,0,4,0.957557671,0.064901564,447.2495633
3,392,840,412,41201,4120114,2,1,78,1,2,8,2,14.16666667,0,4,0.957557671,0.064901564,447.2495633
4,391,840,412,41201,4120115,2,1,79,0,2,8,2,14.5,0,4,0.957557671,0.064901564,447.2495633
5,393,840,412,41201,4120117,2,1,81,0,2,8,2,14.08333333,0,4,0.957557671,0.064901564,447.2495633
6,393,840,412,41201,4120118,2,1,82,1,2,8,2,13.83333333,0,4,0.957557671,0.064901564,447.2495633
7,389,840,412,41201,4120119,1,1,83,0,2,8,2,14.58333333,0,4,0.957557671,0.064901564,447.2495633
8,393,840,412,41202,4120202,1,1,85,0,2,8,2,14.08333333,0,4,0.957557671,0.064901564,447.2495633
9,389,840,412,41202,4120203,1,1,86,1,2,8,2,14.5,0,4,0.957557671,0.064901564,447.2495633
10,391,840,412,41202,4120204,2,1,87,0,2,8,2,13.66666667,0,4,0.957557671,0.064901564,447.2495633
11,331,840,412,41202,4120205,2,1,88,0,2,8,2,14.16666667,0,4,0.957557671,0.064901564,447.2495633
12,388,840,412,41203,4120301,2,1,90,1,2,8,2,14.25,0,4,0.909679787,0.061656486,424.8870851
13,390,840,412,41203,4120302,2,1,91,0,2,8,2,14.5,0,4,0.909679787,0.061656486,424.8870851
14,317,840,412,41203,4120303,1,1,92,0,2,8,2,14.25,0,4,0.909679787,0.061656486,424.8870851
1,328,840,412,41203,4120305,1,1,94,1,2,8,2,14.41666667,0,4,0.909679787,0.061656486,424.8870851
2,393,840,412,41203,4120306,2,1,95,0,2,8,2,14.5,0,4,0.909679787,0.061656486,424.8870851
3,342,840,412,41203,4120307,2,1,96,0,2,8,2,14.25,0,4,0.909679787,0.061656486,424.8870851
4,391,840,412,41203,4120308,2,1,97,0,2,8,2,13.83333333,0,4,0.909679787,0.061656486,424.8870851
5,336,840,412,41203,4120310,1,1,99,0,2,8,2,14.16666667,0,4,0.909679787,0.061656486,424.8870851
6,315,840,412,41203,4120311,1,1,100,0,2,8,2,13.66666667,0,4,0.909679787,0.061656486,424.8870851
7,393,840,412,41203,4120312,2,1,101,0,2,8,2,14.41666667,0,4,0.909679787,0.061656486,424.8870851
8,390,840,412,41203,4120314,1,1,103,0,2,8,2,13.83333333,0,4,0.909679787,0.061656486,424.8870851
9,389,840,412,41203,4120315,2,1,104,0,2,8,2,14.16666667,0,4,0.909679787,0.061656486,424.8870851
10,393,840,412,41203,4120316,2,1,105,0,2,8,2,13.83333333,0,4,0.909679787,0.061656486,424.8870851
11,330,840,412,41203,4120317,1,1,106,1,2,8,2,14.58333333,0,4,0.909679787,0.061656486,424.8870851
12,390,840,412,41203,4120319,1,1,108,0,2,8,2,14.16666667,0,4,0.909679787,0.061656486,424.8870851
13,392,840,412,41203,4120320,1,1,109,0,2,8,2,14.91666667,0,4,0.909679787,0.061656486,424.8870851
14,391,840,412,41203,4120321,2,1,110,1,2,8,2,13.91666667,0,4,0.909679787,0.061656486,424.8870851
1,317,840,412,41203,4120323,2,1,112,0,2,8,2,14.08333333,0,4,0.909679787,0.061656486,424.8870851
2,342,840,412,41203,4120324,2,1,113,0,2,8,2,13.83333333,0,4,0.909679787,0.061656486,424.8870851
3,391,840,412,41203,4120325,2,1,114,1,2,8,2,13.91666667,0,4,0.909679787,0.061656486,424.8870851
4,392,840,414,41401,4140101,2,1,115,0,2,8,2,14.25,1,4,0.872089713,0.059108697,407.3297673
5,393,840,414,41401,4140103,2,1,117,0,2,8,2,14.58333333,1,4,0.872089713,0.059108697,407.3297673
6,375,840,414,41401,4140104,2,1,118,1,2,8,2,14.08333333,1,4,0.872089713,0.059108697,407.3297673
7,389,840,414,41401,4140105,1,1,119,0,2,8,2,14.41666667,1,4,0.872089713,0.059108697,407.3297673
9,392,840,414,41401,4140108,1,1,122,1,2,8,2,13.75,1,4,0.872089713,0.059108697,407.3297673
10,331,840,414,41401,4140109,1,1,123,0,2,8,2,13.66666667,1,4,0.872089713,0.059108697,407.3297673
11,390,840,414,41401,4140110,1,1,124,0,2,8,2,14.33333333,1,4,0.872089713,0.059108697,407.3297673
13,390,840,414,41401,4140113,1,1,127,0,2,8,2,13.83333333,1,4,0.872089713,0.059108697,407.3297673
14,392,840,414,41401,4140114,2,1,128,0,2,8,2,14.75,1,4,0.872089713,0.059108697,407.3297673
1,393,840,414,41401,4140116,2,1,130,1,2,8,2,14.16666667,1,4,0.872089713,0.059108697,407.3297673
2,387,840,414,41401,4140117,2,1,131,0,2,8,2,14.5,1,4,0.872089713,0.059108697,407.3297673
3,392,840,414,41401,4140118,1,1,132,0,2,8,2,14.58333333,1,4,0.872089713,0.059108697,407.3297673
4,393,840,414,41401,4140119,1,1,133,0,2,8,2,13.83333333,1,4,0.872089713,0.059108697,407.3297673
5,390,840,414,41401,4140121,2,1,135,0,2,8,2,14.16666667,1,4,0.872089713,0.059108697,407.3297673
6,373,840,414,41401,4140122,1,1,136,0,2,8,2,13.75,1,4,0.872089713,0.059108697,407.3297673
7,375,840,414,41401,4140123,1,1,137,0,2,8,2,14.58333333,1,4,0.872089713,0.059108697,407.3297673
9,390,840,414,41401,4140126,1,1,138,0,2,8,2,14.08333333,1,4,0.872089713,0.059108697,407.3297673
10,331,840,414,41401,4140127,2,1,70139,0,2,8,2,14,1,4,0.872089713,0.059108697,407.3297673
11,393,840,414,41401,4140128,1,1,70140,0,2,8,2,14.08333333,1,4,0.872089713,0.059108697,407.3297673
12,393,840,414,41401,4140129,1,1,70141,0,2,8,2,14.5,1,4,0.872089713,0.059108697,407.3297673
13,392,840,414,41401,4140130,1,1,70142,0,2,8,2,14.41666667,1,4,0.872089713,0.059108697,407.3297673
14,392,840,414,41401,4140131,2,1,70143,0,2,8,2,14.41666667,1,4,0.872089713,0.059108697,407.3297673
8,391,840,414,41402,4140202,2,1,145,1,2,8,2,14.5,1,4,0.945121856,0.064058686,441.4411271
9,390,840,414,41402,4140203,2,1,146,0,2,8,2,14,1,4,0.945121856,0.064058686,441.4411271
10,330,840,414,41402,4140204,1,1,147,0,2,8,2,14.58333333,1,4,0.945121856,0.064058686,441.4411271
11,393,840,414,41402,4140205,2,1,148,0,2,8,2,14,1,4,0.945121856,0.064058686,441.4411271
12,388,840,414,41402,4140207,1,1,150,0,2,8,2,14.33333333,1,4,0.945121856,0.064058686,441.4411271
13,391,840,414,41402,4140208,1,1,151,0,2,8,2,14.08333333,1,4,0.945121856,0.064058686,441.4411271
14,391,840,414,41402,4140209,1,1,152,0,2,8,2,14.08333333,1,4,0.945121856,0.064058686,441.4411271
2,390,840,414,41402,4140212,1,1,154,0,2,8,2,13.66666667,1,4,0.945121856,0.064058686,441.4411271
3,393,840,414,41402,4140213,1,1,155,0,2,8,2,14.08333333,1,4,0.945121856,0.064058686,441.4411271
4,390,840,414,41402,4140214,1,1,156,1,2,8,2,14,1,4,0.945121856,0.064058686,441.4411271
5,393,840,414,41402,4140216,2,1,158,0,2,8,2,15.25,1,4,0.945121856,0.064058686,441.4411271
6,390,840,414,41402,4140217,2,1,159,0,2,8,2,14.08333333,1,4,0.945121856,0.064058686,441.4411271
7,389,840,414,41402,4140218,1,1,160,1,2,8,2,14.08333333,1,4,0.945121856,0.064058686,441.4411271
8,392,840,414,41402,4140220,1,1,162,0,2,8,2,14.5,1,4,0.945121856,0.064058686,441.4411271
10,393,840,414,41402,4140222,2,1,164,1,2,8,2,14.5,1,4,0.945121856,0.064058686,441.4411271
11,390,840,414,41402,4140223,1,1,165,0,2,8,2,14.66666667,1,4,0.945121856,0.064058686,441.4411271
12,393,840,414,41402,4140225,2,1,167,0,2,8,2,14.58333333,1,4,0.945121856,0.064058686,441.4411271
13,392,840,414,41402,4140226,1,1,168,1,2,8,2,14.66666667,1,4,0.945121856,0.064058686,441.4411271
1,387,840,415,41501,4150102,2,1,171,0,2,8,2,14.25,1,5,0.766046139,0.051921251,357.7996518
2,391,840,415,41501,4150103,1,1,172,1,2,8,2,14.16666667,1,5,0.766046139,0.051921251,357.7996518
3,391,840,415,41501,4150104,2,1,173,0,2,8,2,14.5,1,5,0.766046139,0.051921251,357.7996518
4,393,840,415,41501,4150105,1,1,174,0,2,8,2,14.5,1,5,0.766046139,0.051921251,357.7996518
5,391,840,415,41501,4150107,2,1,176,1,2,8,2,14.66666667,1,5,0.766046139,0.051921251,357.7996518
6,389,840,415,41501,4150108,2,1,177,0,2,8,2,14.08333333,1,5,0.766046139,0.051921251,357.7996518
7,391,840,415,41501,4150109,2,1,178,0,2,8,2,14.75,1,5,0.766046139,0.051921251,357.7996518
8,391,840,415,41501,4150111,2,1,180,1,2,8,2,14.41666667,1,5,0.766046139,0.051921251,357.7996518
9,375,840,415,41501,4150112,1,1,181,0,2,8,2,14.66666667,1,5,0.766046139,0.051921251,357.7996518
10,393,840,415,41501,4150113,2,1,182,0,2,8,2,14.25,1,5,0.766046139,0.051921251,357.7996518
11,393,840,415,41501,4150114,2,1,183,0,2,8,2,14.5,1,5,0.766046139,0.051921251,357.7996518
12,391,840,415,41502,4150202,2,1,185,0,2,8,2,14.16666667,1,5,0.766046139,0.051921251,357.7996518
13,392,840,415,41502,4150203,1,1,186,0,2,8,2,14.16666667,1,5,0.766046139,0.051921251,357.7996518
14,390,840,415,41502,4150204,2,1,187,0,2,8,2,14.91666667,1,5,0.766046139,0.051921251,357.7996518
1,391,840,415,41502,4150206,1,1,189,0,2,8,2,14.41666667,1,5,0.766046139,0.051921251,357.7996518
2,390,840,415,41502,4150207,2,1,190,0,2,8,2,14.41666667,1,5,0.766046139,0.051921251,357.7996518
3,328,840,415,41502,4150208,2,1,191,0,2,8,2,14.5,1,5,0.766046139,0.051921251,357.7996518
4,393,840,415,41502,4150209,2,1,192,1,2,8,2,15,1,5,0.766046139,0.051921251,357.7996518
5,393,840,415,41503,4150301,2,1,194,0,2,8,2,14.41666667,1,5,0.727743832,0.049325189,339.9096692
6,389,840,415,41503,4150302,2,1,195,0,2,8,2,14.58333333,1,5,0.727743832,0.049325189,339.9096692
7,390,840,415,41503,4150303,1,1,196,1,2,8,2,14.33333333,1,5,0.727743832,0.049325189,339.9096692
8,389,840,415,41503,4150305,2,1,198,0,2,8,2,15.08333333,1,5,0.727743832,0.049325189,339.9096692
9,391,840,415,41503,4150306,2,1,199,0,2,8,2,14.08333333,1,5,0.727743832,0.049325189,339.9096692
10,393,840,415,41503,4150307,2,1,200,1,2,8,2,14.58333333,1,5,0.727743832,0.049325189,339.9096692
11,388,840,415,41503,4150308,2,1,201,0,2,8,2,15,1,5,0.727743832,0.049325189,339.9096692
12,388,840,415,41503,4150310,2,1,203,0,2,8,2,14.33333333,1,5,0.727743832,0.049325189,339.9096692
13,392,840,415,41503,4150311,1,1,204,1,2,8,2,14.25,1,5,0.727743832,0.049325189,339.9096692
14,391,840,415,41503,4150312,2,1,205,0,2,8,2,14.5,1,5,0.727743832,0.049325189,339.9096692
1,390,840,415,41503,4150314,2,1,207,0,2,8,2,14.83333333,1,5,0.727743832,0.049325189,339.9096692
2,390,840,415,41503,4150315,2,1,208,1,2,8,2,14.25,1,5,0.727743832,0.049325189,339.9096692
3,393,840,415,41503,4150316,1,1,209,0,2,8,2,14.16666667,1,5,0.727743832,0.049325189,339.9096692
4,393,840,415,41503,4150317,2,1,210,0,2,8,2,14.5,1,5,0.727743832,0.049325189,339.9096692
5,388,840,415,41503,4150319,1,1,212,1,2,8,2,13.83333333,1,5,0.727743832,0.049325189,339.9096692
7,391,840,416,41601,4160101,1,1,213,1,2,8,2,13.33333333,0,5,1.370426694,0.092885095,640.0896352
8,390,840,416,41601,4160103,1,1,215,0,2,8,2,15.08333333,0,5,1.370426694,0.092885095,640.0896352
9,393,840,416,41601,4160104,1,1,216,0,2,8,2,13.91666667,0,5,1.370426694,0.092885095,640.0896352
10,390,840,416,41601,4160105,2,1,217,1,2,8,2,13.5,0,5,1.370426694,0.092885095,640.0896352
11,391,840,416,41601,4160106,1,1,218,0,2,8,2,13.58333333,0,5,1.370426694,0.092885095,640.0896352
12,355,840,416,41601,4160108,2,1,220,0,2,8,2,14.08333333,0,5,1.370426694,0.092885095,640.0896352
13,392,840,416,41601,4160109,1,1,221,1,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
14,392,840,416,41601,4160110,1,1,222,0,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
1,393,840,416,41601,4160112,2,1,224,0,2,8,2,14,0,5,1.370426694,0.092885095,640.0896352
2,390,840,416,41601,4160113,2,1,225,1,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
3,393,840,416,41601,4160114,2,1,226,0,2,8,2,14,0,5,1.370426694,0.092885095,640.0896352
4,388,840,416,41601,4160115,2,1,227,0,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
5,388,840,416,41601,4160117,1,1,229,1,2,8,2,14.41666667,0,5,1.370426694,0.092885095,640.0896352
6,373,840,416,41601,4160118,1,1,230,0,2,8,2,13.75,0,5,1.370426694,0.092885095,640.0896352
7,390,840,416,41601,4160119,1,1,231,0,2,8,2,14.33333333,0,5,1.370426694,0.092885095,640.0896352
8,391,840,416,41601,4160121,1,1,233,1,2,8,2,13.83333333,0,5,1.370426694,0.092885095,640.0896352
9,373,840,416,41601,4160122,1,1,234,0,2,8,2,13.25,0,5,1.370426694,0.092885095,640.0896352
10,393,840,416,41601,4160123,1,1,235,0,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
11,393,840,416,41601,4160124,1,1,236,0,2,8,2,13.83333333,0,5,1.370426694,0.092885095,640.0896352
12,390,840,416,41601,4160126,1,1,238,0,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
13,392,840,416,41601,4160127,1,1,239,0,2,8,2,14.25,0,5,1.370426694,0.092885095,640.0896352
14,328,840,416,41601,4160128,1,1,240,0,2,8,2,14,0,5,1.370426694,0.092885095,640.0896352
13,393,840,417,41701,4170101,2,1,242,1,2,8,2,14.5,0,6,2.27419947,0.154141214,1062.217714
14,391,840,417,41701,4170102,1,1,243,0,2,8,2,13.83333333,0,6,2.27419947,0.154141214,1062.217714
1,393,840,417,41701,4170104,2,1,245,0,2,8,2,14.58333333,0,6,2.27419947,0.154141214,1062.217714
2,390,840,417,41701,4170105,1,1,246,1,2,8,2,14.33333333,0,6,2.27419947,0.154141214,1062.217714
3,393,840,417,41701,4170106,1,1,247,0,2,8,2,13.75,0,6,2.27419947,0.154141214,1062.217714
4,328,840,417,41701,4170107,2,1,248,0,2,8,2,14.33333333,0,6,2.27419947,0.154141214,1062.217714
5,392,840,417,41701,4170109,1,1,250,1,2,8,2,13.83333333,0,6,2.27419947,0.154141214,1062.217714
6,389,840,417,41701,4170110,1,1,251,0,2,8,2,13.66666667,0,6,2.27419947,0.154141214,1062.217714
7,392,840,417,41701,4170111,2,1,252,0,2,8,2,14.16666667,0,6,2.27419947,0.154141214,1062.217714
8,375,840,417,41701,4170113,1,1,254,1,2,8,2,14.16666667,0,6,2.27419947,0.154141214,1062.217714
9,393,840,417,41701,4170114,1,1,255,0,2,8,2,14.75,0,6,2.27419947,0.154141214,1062.217714
10,393,840,417,41701,4170115,1,1,256,0,2,8,2,13.91666667,0,6,2.27419947,0.154141214,1062.217714
10,393,840,417,41702,4170201,1,1,257,0,2,8,2,14.33333333,0,6,2.27419947,0.154141214,1062.217714
11,331,840,417,41702,4170202,2,1,258,1,2,8,2,14.16666667,0,6,2.27419947,0.154141214,1062.217714
12,330,840,417,41702,4170204,1,1,260,0,2,8,2,14.25,0,6,2.27419947,0.154141214,1062.217714
13,392,840,417,41702,4170205,2,1,261,0,2,8,2,14.66666667,0,6,2.27419947,0.154141214,1062.217714
14,391,840,417,41702,4170206,1,1,262,1,2,8,2,14.5,0,6,2.27419947,0.154141214,1062.217714
1,393,840,417,41702,4170208,2,1,264,0,2,8,2,14.16666667,0,6,2.27419947,0.154141214,1062.217714
2,391,840,417,41702,4170209,2,1,265,0,2,8,2,14,0,6,2.27419947,0.154141214,1062.217714
3,392,840,417,41702,4170210,2,1,266,1,2,8,2,13.91666667,0,6,2.27419947,0.154141214,1062.217714
4,355,840,417,41702,4170211,1,1,267,0,2,8,2,13.83333333,0,6,2.27419947,0.154141214,1062.217714
5,393,840,417,41702,4170213,1,1,269,0,2,8,2,14.66666667,0,6,2.27419947,0.154141214,1062.217714
6,389,840,417,41702,4170214,1,1,270,1,2,8,2,14.16666667,0,6,2.27419947,0.154141214,1062.217714
7,390,840,417,41702,4170215,1,1,271,0,2,8,2,14,0,6,2.27419947,0.154141214,1062.217714
8,376,840,417,41702,4170217,2,1,273,0,2,8,2,14.33333333,0,6,2.27419947,0.154141214,1062.217714
9,393,840,417,41702,4170218,1,1,274,1,2,8,2,14.5,0,6,2.27419947,0.154141214,1062.217714
10,393,840,417,41702,4170219,1,1,275,0,2,8,2,13.91666667,0,6,2.27419947,0.154141214,1062.217714
11,388,840,417,41702,4170220,2,1,276,0,2,8,2,13.91666667,0,6,2.27419947,0.154141214,1062.217714
14,393,840,418,41801,4180101,2,1,277,0,2,8,2,14.5,1,6,3.210634549,0.217611126,1499.60148
1,393,840,418,41801,4180103,1,1,279,1,2,8,2,13.75,1,6,3.210634549,0.217611126,1499.60148
2,390,840,418,41801,4180104,2,1,280,0,2,8,2,14.41666667,1,6,3.210634549,0.217611126,1499.60148
3,392,840,418,41801,4180105,1,1,281,0,2,8,2,15.25,1,6,3.210634549,0.217611126,1499.60148
4,389,840,418,41801,4180106,2,1,282,0,2,8,2,13.66666667,1,6,3.210634549,0.217611126,1499.60148
6,376,840,418,41801,4180109,2,1,285,0,2,8,2,14.41666667,1,6,3.210634549,0.217611126,1499.60148
7,375,840,418,41801,4180110,1,1,286,0,2,8,2,14.25,1,6,3.210634549,0.217611126,1499.60148
8,376,840,418,41801,4180112,1,1,288,0,2,8,2,14.58333333,1,6,3.210634549,0.217611126,1499.60148
9,388,840,418,41802,4180201,2,1,289,0,2,8,2,14,1,6,2.616072596,0.177312769,1221.897502
10,391,840,418,41802,4180202,2,1,290,0,2,8,2,13.91666667,1,6,2.616072596,0.177312769,1221.897502
11,391,840,418,41802,4180203,1,1,291,1,2,8,2,14,1,6,2.616072596,0.177312769,1221.897502
12,330,840,418,41802,4180205,2,1,293,0,2,8,2,14.91666667,1,6,2.616072596,0.177312769,1221.897502
13,390,840,418,41802,4180206,2,1,294,0,2,8,2,14,1,6,2.616072596,0.177312769,1221.897502
14,393,840,418,41802,4180207,2,1,295,1,2,8,2,14.33333333,1,6,2.616072596,0.177312769,1221.897502
1,391,840,418,41802,4180209,1,1,297,0,2,8,2,15.25,1,6,2.616072596,0.177312769,1221.897502
2,392,840,418,41802,4180210,2,1,298,0,2,8,2,14.41666667,1,6,2.616072596,0.177312769,1221.897502
3,392,840,418,41802,4180211,2,1,299,1,2,8,2,14.66666667,1,6,2.616072596,0.177312769,1221.897502
12,391,840,419,41901,4190102,2,1,301,0,2,8,2,14.5,1,7,0.836993509,0.056729938,390.9372698
13,391,840,419,41901,4190103,2,1,302,0,2,8,2,14.66666667,1,7,0.836993509,0.056729938,390.9372698
14,317,840,419,41901,4190104,1,1,303,1,2,8,2,14,1,7,0.836993509,0.056729938,390.9372698
1,317,840,419,41901,4190106,2,1,305,0,2,8,2,14,1,7,0.836993509,0.056729938,390.9372698
2,390,840,419,41901,4190107,1,1,306,0,2,8,2,14.33333333,1,7,0.836993509,0.056729938,390.9372698
3,392,840,419,41901,4190108,1,1,307,1,2,8,2,14.33333333,1,7,0.836993509,0.056729938,390.9372698
4,373,840,419,41901,4190109,2,1,308,0,2,8,2,14.66666667,1,7,0.836993509,0.056729938,390.9372698
5,380,840,419,41901,4190111,2,1,310,0,2,8,2,13.83333333,1,7,0.836993509,0.056729938,390.9372698
6,393,840,419,41901,4190112,2,1,311,1,2,8,2,13.75,1,7,0.836993509,0.056729938,390.9372698
7,389,840,419,41901,4190113,2,1,312,0,2,8,2,14.16666667,1,7,0.836993509,0.056729938,390.9372698
8,393,840,419,41901,4190115,2,1,314,0,2,8,2,13.83333333,1,7,0.836993509,0.056729938,390.9372698
9,391,840,419,41901,4190116,2,1,315,1,2,8,2,13.91666667,1,7,0.836993509,0.056729938,390.9372698
10,390,840,419,41901,4190117,1,1,316,0,2,8,2,14.25,1,7,0.836993509,0.056729938,390.9372698
11,331,840,419,41901,4190118,2,1,317,0,2,8,2,13.75,1,7,0.836993509,0.056729938,390.9372698
12,330,840,419,41902,4190201,1,1,319,1,2,8,2,14.41666667,1,7,0.836993509,0.056729938,390.9372698
14,391,840,419,41902,4190203,2,1,321,0,2,8,2,14.25,1,7,0.836993509,0.056729938,390.9372698
1,393,840,419,41902,4190205,2,1,323,1,2,8,2,14,1,7,0.836993509,0.056729938,390.9372698
2,391,840,419,41902,4190206,2,1,324,0,2,8,2,14.16666667,1,7,0.836993509,0.056729938,390.9372698
